,Node,Time,Value
408,CORN1,49,-0.00027752775277527757
409,CORN1,50,-0.00027752775277527757
410,CORN1,51,-0.00027752775277527757
411,CORN1,52,-0.00027752775277527757
412,CORN1,53,-0.00027752775277527757
413,CORN1,54,-0.00027752775277527757
414,CORN1,55,-0.00027752775277527757
415,CORN1,56,-0.00027752775277527757
416,CORN1,57,0.0
417,CORN1,58,0.0
418,CORN1,59,0.0
419,CORN1,60,0.0
420,CORN1,61,0.0
421,CORN1,62,0.0
422,CORN1,63,0.0
423,CORN1,64,0.0
424,CORN1,65,-0.00027752775277527757
425,CORN1,66,-0.00027752775277527757
426,CORN1,67,-0.00027752775277527757
427,CORN1,68,-0.00027752775277527757
428,CORN1,69,-0.00027752775277527757
429,CORN1,70,-0.00027752775277527757
430,CORN1,71,-0.00027752775277527757
431,CORN1,72,-0.00027752775277527757
432,CORN2,49,0.0
433,CORN2,50,0.0
434,CORN2,51,0.0
435,CORN2,52,0.0
436,CORN2,53,0.0
437,CORN2,54,0.0
438,CORN2,55,0.0
439,CORN2,56,0.0
440,CORN2,57,0.0
441,CORN2,58,0.0
442,CORN2,59,0.0
443,CORN2,60,0.0
444,CORN2,61,0.0
445,CORN2,62,0.0
446,CORN2,63,0.0
447,CORN2,64,0.0
448,CORN2,65,0.0
449,CORN2,66,0.0
450,CORN2,67,0.0
451,CORN2,68,0.0
452,CORN2,69,0.0
453,CORN2,70,0.0
454,CORN2,71,0.0
455,CORN2,72,0.0
456,MUSG,49,-0.00027752775277527757
457,MUSG,50,-0.00027752775277527757
458,MUSG,51,-0.00027752775277527757
459,MUSG,52,-0.00027752775277527757
460,MUSG,53,-0.00027752775277527757
461,MUSG,54,-0.00027752775277527757
462,MUSG,55,-0.00027752775277527757
463,MUSG,56,-0.0001896439643964397
464,MUSG,57,0.0011550623352335236
465,MUSG,58,0.0011877920282028203
466,MUSG,59,0.0012505861386138614
467,MUSG,60,0.0013427897199719972
468,MUSG,61,0.0013825591659165917
469,MUSG,62,0.001450183693369337
470,MUSG,63,0.0015012239443944395
471,MUSG,64,0.0
472,MUSG,65,-4.1629162916291654e-05
473,MUSG,66,-0.00027752775277527757
474,MUSG,67,-0.00027752775277527757
475,MUSG,68,-0.00027752775277527757
476,MUSG,69,-0.00027752775277527757
477,MUSG,70,-0.00027752775277527757
478,MUSG,71,-0.00027752775277527757
479,MUSG,72,-0.00027752775277527757
480,SNRD,49,-0.00027752775277527757
481,SNRD,50,-0.00027752775277527757
482,SNRD,51,-0.00027752775277527757
483,SNRD,52,-0.00027752775277527757
484,SNRD,53,-0.00027752775277527757
485,SNRD,54,-0.00027752775277527757
486,SNRD,55,-0.00027752775277527757
487,SNRD,56,-0.00027752775277527757
488,SNRD,57,0.0
489,SNRD,58,0.0
490,SNRD,59,0.0
491,SNRD,60,0.0
492,SNRD,61,0.0
493,SNRD,62,0.0
494,SNRD,63,0.0
495,SNRD,64,0.0
496,SNRD,65,-0.00027752775277527757
497,SNRD,66,-0.00027752775277527757
498,SNRD,67,-0.00027752775277527757
499,SNRD,68,-0.00027752775277527757
500,SNRD,69,-0.00027752775277527757
501,SNRD,70,-0.00027752775277527757
502,SNRD,71,-0.00027752775277527757
503,SNRD,72,-0.00027752775277527757
504,HARF,49,-0.00027752775277527757
505,HARF,50,-0.00027752775277527757
506,HARF,51,-0.00027752775277527757
507,HARF,52,-0.00027752775277527757
508,HARF,53,-0.00027752775277527757
509,HARF,54,-0.00027752775277527757
510,HARF,55,-0.00027752775277527757
511,HARF,56,-0.00027752775277527757
512,HARF,57,0.0
513,HARF,58,0.0
514,HARF,59,0.0
515,HARF,60,0.0
516,HARF,61,0.0
517,HARF,62,0.0
518,HARF,63,0.0
519,HARF,64,0.0
520,HARF,65,-0.00027752775277527757
521,HARF,66,-0.00027752775277527757
522,HARF,67,-0.00027752775277527757
523,HARF,68,-0.00027752775277527757
524,HARF,69,-0.00027752775277527757
525,HARF,70,-0.00027752775277527757
526,HARF,71,-0.00027752775277527757
527,HARF,72,-0.00027752775277527757
528,GENE,49,-0.00027752775277527757
529,GENE,50,-0.00027752775277527757
530,GENE,51,-0.00027752775277527757
531,GENE,52,-0.00027752775277527757
532,GENE,53,-0.00027752775277527757
533,GENE,54,-0.00027752775277527757
534,GENE,55,-0.00027752775277527757
535,GENE,56,-0.00027752775277527757
536,GENE,57,0.0
537,GENE,58,0.0
538,GENE,59,0.0
539,GENE,60,0.0
540,GENE,61,0.0
541,GENE,62,0.0
542,GENE,63,0.0
543,GENE,64,0.0
544,GENE,65,0.00010638563856385627
545,GENE,66,-0.00027752775277527757
546,GENE,67,-0.00027752775277527757
547,GENE,68,-0.00027752775277527757
548,GENE,69,-0.00027752775277527757
549,GENE,70,-0.00027752775277527757
550,GENE,71,-0.00027752775277527757
551,GENE,72,-0.00027752775277527757
552,CASC,49,-0.00027752775277527757
553,CASC,50,-0.00027752775277527757
554,CASC,51,-0.00027752775277527757
555,CASC,52,-0.00027752775277527757
556,CASC,53,-0.00027752775277527757
557,CASC,54,-0.00027752775277527757
558,CASC,55,-0.00027752775277527757
559,CASC,56,-0.00027752775277527757
560,CASC,57,0.0
561,CASC,58,0.0
562,CASC,59,0.0
563,CASC,60,0.0
564,CASC,61,0.0
565,CASC,62,0.0
566,CASC,63,0.0
567,CASC,64,0.0015303177737773777
568,CASC,65,0.000185018501850185
569,CASC,66,-0.00027752775277527757
